model,op_id,phase,layer,module,op_kind,batch_dims,M,N,K,deps,weight,weight_shape,provenance,notes
models--BAAI--bge-large-en-v1.5,54,encode,6,encoder.layer.6.attention.output,linear,,B*S,1024,1024,53,encoder.layer.6.attention.output.dense.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,55,encode,6,encoder.layer.6.ffn.intermediate,linear,,B*S,4096,1024,54,encoder.layer.6.intermediate.dense.weight,"[4096,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,56,encode,6,encoder.layer.6.ffn.output,linear,,B*S,1024,4096,55,encoder.layer.6.output.dense.weight,"[1024,4096]",config+architecture,
models--BAAI--bge-large-en-v1.5,57,encode,7,encoder.layer.7.attention.q,linear,,B*S,1024,1024,56,encoder.layer.7.attention.self.query.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,58,encode,7,encoder.layer.7.attention.k,linear,,B*S,1024,1024,56,encoder.layer.7.attention.self.key.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,59,encode,7,encoder.layer.7.attention.v,linear,,B*S,1024,1024,56,encoder.layer.7.attention.self.value.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,60,encode,7,encoder.layer.7.attention.qk,batched_matmul,B*heads,S,S,64,57;58,,,config+architecture,
models--BAAI--bge-large-en-v1.5,61,encode,7,encoder.layer.7.attention.pv,batched_matmul,B*heads,S,64,S,60;59,,,config+architecture,softmax is a non-matmul dependency bridge
models--BAAI--bge-large-en-v1.5,62,encode,7,encoder.layer.7.attention.output,linear,,B*S,1024,1024,61,encoder.layer.7.attention.output.dense.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,63,encode,7,encoder.layer.7.ffn.intermediate,linear,,B*S,4096,1024,62,encoder.layer.7.intermediate.dense.weight,"[4096,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,64,encode,7,encoder.layer.7.ffn.output,linear,,B*S,1024,4096,63,encoder.layer.7.output.dense.weight,"[1024,4096]",config+architecture,
models--BAAI--bge-large-en-v1.5,65,encode,8,encoder.layer.8.attention.q,linear,,B*S,1024,1024,64,encoder.layer.8.attention.self.query.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,66,encode,8,encoder.layer.8.attention.k,linear,,B*S,1024,1024,64,encoder.layer.8.attention.self.key.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,67,encode,8,encoder.layer.8.attention.v,linear,,B*S,1024,1024,64,encoder.layer.8.attention.self.value.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,68,encode,8,encoder.layer.8.attention.qk,batched_matmul,B*heads,S,S,64,65;66,,,config+architecture,
models--BAAI--bge-large-en-v1.5,69,encode,8,encoder.layer.8.attention.pv,batched_matmul,B*heads,S,64,S,68;67,,,config+architecture,softmax is a non-matmul dependency bridge
models--BAAI--bge-large-en-v1.5,70,encode,8,encoder.layer.8.attention.output,linear,,B*S,1024,1024,69,encoder.layer.8.attention.output.dense.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,71,encode,8,encoder.layer.8.ffn.intermediate,linear,,B*S,4096,1024,70,encoder.layer.8.intermediate.dense.weight,"[4096,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,72,encode,8,encoder.layer.8.ffn.output,linear,,B*S,1024,4096,71,encoder.layer.8.output.dense.weight,"[1024,4096]",config+architecture,
models--BAAI--bge-large-en-v1.5,73,encode,9,encoder.layer.9.attention.q,linear,,B*S,1024,1024,72,encoder.layer.9.attention.self.query.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,74,encode,9,encoder.layer.9.attention.k,linear,,B*S,1024,1024,72,encoder.layer.9.attention.self.key.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,75,encode,9,encoder.layer.9.attention.v,linear,,B*S,1024,1024,72,encoder.layer.9.attention.self.value.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,76,encode,9,encoder.layer.9.attention.qk,batched_matmul,B*heads,S,S,64,73;74,,,config+architecture,
models--BAAI--bge-large-en-v1.5,77,encode,9,encoder.layer.9.attention.pv,batched_matmul,B*heads,S,64,S,76;75,,,config+architecture,softmax is a non-matmul dependency bridge
models--BAAI--bge-large-en-v1.5,78,encode,9,encoder.layer.9.attention.output,linear,,B*S,1024,1024,77,encoder.layer.9.attention.output.dense.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,79,encode,9,encoder.layer.9.ffn.intermediate,linear,,B*S,4096,1024,78,encoder.layer.9.intermediate.dense.weight,"[4096,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,80,encode,9,encoder.layer.9.ffn.output,linear,,B*S,1024,4096,79,encoder.layer.9.output.dense.weight,"[1024,4096]",config+architecture,
models--BAAI--bge-large-en-v1.5,81,encode,10,encoder.layer.10.attention.q,linear,,B*S,1024,1024,80,encoder.layer.10.attention.self.query.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,82,encode,10,encoder.layer.10.attention.k,linear,,B*S,1024,1024,80,encoder.layer.10.attention.self.key.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,83,encode,10,encoder.layer.10.attention.v,linear,,B*S,1024,1024,80,encoder.layer.10.attention.self.value.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,84,encode,10,encoder.layer.10.attention.qk,batched_matmul,B*heads,S,S,64,81;82,,,config+architecture,
models--BAAI--bge-large-en-v1.5,85,encode,10,encoder.layer.10.attention.pv,batched_matmul,B*heads,S,64,S,84;83,,,config+architecture,softmax is a non-matmul dependency bridge
models--BAAI--bge-large-en-v1.5,86,encode,10,encoder.layer.10.attention.output,linear,,B*S,1024,1024,85,encoder.layer.10.attention.output.dense.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,87,encode,10,encoder.layer.10.ffn.intermediate,linear,,B*S,4096,1024,86,encoder.layer.10.intermediate.dense.weight,"[4096,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,88,encode,10,encoder.layer.10.ffn.output,linear,,B*S,1024,4096,87,encoder.layer.10.output.dense.weight,"[1024,4096]",config+architecture,
models--BAAI--bge-large-en-v1.5,89,encode,11,encoder.layer.11.attention.q,linear,,B*S,1024,1024,88,encoder.layer.11.attention.self.query.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,90,encode,11,encoder.layer.11.attention.k,linear,,B*S,1024,1024,88,encoder.layer.11.attention.self.key.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,91,encode,11,encoder.layer.11.attention.v,linear,,B*S,1024,1024,88,encoder.layer.11.attention.self.value.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,92,encode,11,encoder.layer.11.attention.qk,batched_matmul,B*heads,S,S,64,89;90,,,config+architecture,
models--BAAI--bge-large-en-v1.5,93,encode,11,encoder.layer.11.attention.pv,batched_matmul,B*heads,S,64,S,92;91,,,config+architecture,softmax is a non-matmul dependency bridge
models--BAAI--bge-large-en-v1.5,94,encode,11,encoder.layer.11.attention.output,linear,,B*S,1024,1024,93,encoder.layer.11.attention.output.dense.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,95,encode,11,encoder.layer.11.ffn.intermediate,linear,,B*S,4096,1024,94,encoder.layer.11.intermediate.dense.weight,"[4096,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,96,encode,11,encoder.layer.11.ffn.output,linear,,B*S,1024,4096,95,encoder.layer.11.output.dense.weight,"[1024,4096]",config+architecture,
models--BAAI--bge-large-en-v1.5,97,encode,12,encoder.layer.12.attention.q,linear,,B*S,1024,1024,96,encoder.layer.12.attention.self.query.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,98,encode,12,encoder.layer.12.attention.k,linear,,B*S,1024,1024,96,encoder.layer.12.attention.self.key.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,99,encode,12,encoder.layer.12.attention.v,linear,,B*S,1024,1024,96,encoder.layer.12.attention.self.value.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,100,encode,12,encoder.layer.12.attention.qk,batched_matmul,B*heads,S,S,64,97;98,,,config+architecture,
models--BAAI--bge-large-en-v1.5,101,encode,12,encoder.layer.12.attention.pv,batched_matmul,B*heads,S,64,S,100;99,,,config+architecture,softmax is a non-matmul dependency bridge
models--BAAI--bge-large-en-v1.5,102,encode,12,encoder.layer.12.attention.output,linear,,B*S,1024,1024,101,encoder.layer.12.attention.output.dense.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,103,encode,12,encoder.layer.12.ffn.intermediate,linear,,B*S,4096,1024,102,encoder.layer.12.intermediate.dense.weight,"[4096,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,104,encode,12,encoder.layer.12.ffn.output,linear,,B*S,1024,4096,103,encoder.layer.12.output.dense.weight,"[1024,4096]",config+architecture,
models--BAAI--bge-large-en-v1.5,105,encode,13,encoder.layer.13.attention.q,linear,,B*S,1024,1024,104,encoder.layer.13.attention.self.query.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,106,encode,13,encoder.layer.13.attention.k,linear,,B*S,1024,1024,104,encoder.layer.13.attention.self.key.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,107,encode,13,encoder.layer.13.attention.v,linear,,B*S,1024,1024,104,encoder.layer.13.attention.self.value.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,108,encode,13,encoder.layer.13.attention.qk,batched_matmul,B*heads,S,S,64,105;106,,,config+architecture,
models--BAAI--bge-large-en-v1.5,109,encode,13,encoder.layer.13.attention.pv,batched_matmul,B*heads,S,64,S,108;107,,,config+architecture,softmax is a non-matmul dependency bridge
models--BAAI--bge-large-en-v1.5,110,encode,13,encoder.layer.13.attention.output,linear,,B*S,1024,1024,109,encoder.layer.13.attention.output.dense.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,111,encode,13,encoder.layer.13.ffn.intermediate,linear,,B*S,4096,1024,110,encoder.layer.13.intermediate.dense.weight,"[4096,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,112,encode,13,encoder.layer.13.ffn.output,linear,,B*S,1024,4096,111,encoder.layer.13.output.dense.weight,"[1024,4096]",config+architecture,
models--BAAI--bge-large-en-v1.5,113,encode,14,encoder.layer.14.attention.q,linear,,B*S,1024,1024,112,encoder.layer.14.attention.self.query.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,114,encode,14,encoder.layer.14.attention.k,linear,,B*S,1024,1024,112,encoder.layer.14.attention.self.key.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,115,encode,14,encoder.layer.14.attention.v,linear,,B*S,1024,1024,112,encoder.layer.14.attention.self.value.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,116,encode,14,encoder.layer.14.attention.qk,batched_matmul,B*heads,S,S,64,113;114,,,config+architecture,
models--BAAI--bge-large-en-v1.5,117,encode,14,encoder.layer.14.attention.pv,batched_matmul,B*heads,S,64,S,116;115,,,config+architecture,softmax is a non-matmul dependency bridge
models--BAAI--bge-large-en-v1.5,118,encode,14,encoder.layer.14.attention.output,linear,,B*S,1024,1024,117,encoder.layer.14.attention.output.dense.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,119,encode,14,encoder.layer.14.ffn.intermediate,linear,,B*S,4096,1024,118,encoder.layer.14.intermediate.dense.weight,"[4096,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,120,encode,14,encoder.layer.14.ffn.output,linear,,B*S,1024,4096,119,encoder.layer.14.output.dense.weight,"[1024,4096]",config+architecture,
models--BAAI--bge-large-en-v1.5,121,encode,15,encoder.layer.15.attention.q,linear,,B*S,1024,1024,120,encoder.layer.15.attention.self.query.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,122,encode,15,encoder.layer.15.attention.k,linear,,B*S,1024,1024,120,encoder.layer.15.attention.self.key.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,123,encode,15,encoder.layer.15.attention.v,linear,,B*S,1024,1024,120,encoder.layer.15.attention.self.value.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,124,encode,15,encoder.layer.15.attention.qk,batched_matmul,B*heads,S,S,64,121;122,,,config+architecture,
models--BAAI--bge-large-en-v1.5,125,encode,15,encoder.layer.15.attention.pv,batched_matmul,B*heads,S,64,S,124;123,,,config+architecture,softmax is a non-matmul dependency bridge
models--BAAI--bge-large-en-v1.5,126,encode,15,encoder.layer.15.attention.output,linear,,B*S,1024,1024,125,encoder.layer.15.attention.output.dense.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,127,encode,15,encoder.layer.15.ffn.intermediate,linear,,B*S,4096,1024,126,encoder.layer.15.intermediate.dense.weight,"[4096,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,128,encode,15,encoder.layer.15.ffn.output,linear,,B*S,1024,4096,127,encoder.layer.15.output.dense.weight,"[1024,4096]",config+architecture,
models--BAAI--bge-large-en-v1.5,129,encode,16,encoder.layer.16.attention.q,linear,,B*S,1024,1024,128,encoder.layer.16.attention.self.query.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,130,encode,16,encoder.layer.16.attention.k,linear,,B*S,1024,1024,128,encoder.layer.16.attention.self.key.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,131,encode,16,encoder.layer.16.attention.v,linear,,B*S,1024,1024,128,encoder.layer.16.attention.self.value.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,132,encode,16,encoder.layer.16.attention.qk,batched_matmul,B*heads,S,S,64,129;130,,,config+architecture,
models--BAAI--bge-large-en-v1.5,133,encode,16,encoder.layer.16.attention.pv,batched_matmul,B*heads,S,64,S,132;131,,,config+architecture,softmax is a non-matmul dependency bridge
models--BAAI--bge-large-en-v1.5,134,encode,16,encoder.layer.16.attention.output,linear,,B*S,1024,1024,133,encoder.layer.16.attention.output.dense.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,135,encode,16,encoder.layer.16.ffn.intermediate,linear,,B*S,4096,1024,134,encoder.layer.16.intermediate.dense.weight,"[4096,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,136,encode,16,encoder.layer.16.ffn.output,linear,,B*S,1024,4096,135,encoder.layer.16.output.dense.weight,"[1024,4096]",config+architecture,
models--BAAI--bge-large-en-v1.5,137,encode,17,encoder.layer.17.attention.q,linear,,B*S,1024,1024,136,encoder.layer.17.attention.self.query.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,138,encode,17,encoder.layer.17.attention.k,linear,,B*S,1024,1024,136,encoder.layer.17.attention.self.key.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,139,encode,17,encoder.layer.17.attention.v,linear,,B*S,1024,1024,136,encoder.layer.17.attention.self.value.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,140,encode,17,encoder.layer.17.attention.qk,batched_matmul,B*heads,S,S,64,137;138,,,config+architecture,
models--BAAI--bge-large-en-v1.5,141,encode,17,encoder.layer.17.attention.pv,batched_matmul,B*heads,S,64,S,140;139,,,config+architecture,softmax is a non-matmul dependency bridge
models--BAAI--bge-large-en-v1.5,142,encode,17,encoder.layer.17.attention.output,linear,,B*S,1024,1024,141,encoder.layer.17.attention.output.dense.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,143,encode,17,encoder.layer.17.ffn.intermediate,linear,,B*S,4096,1024,142,encoder.layer.17.intermediate.dense.weight,"[4096,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,144,encode,17,encoder.layer.17.ffn.output,linear,,B*S,1024,4096,143,encoder.layer.17.output.dense.weight,"[1024,4096]",config+architecture,
models--BAAI--bge-large-en-v1.5,145,encode,18,encoder.layer.18.attention.q,linear,,B*S,1024,1024,144,encoder.layer.18.attention.self.query.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,146,encode,18,encoder.layer.18.attention.k,linear,,B*S,1024,1024,144,encoder.layer.18.attention.self.key.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,147,encode,18,encoder.layer.18.attention.v,linear,,B*S,1024,1024,144,encoder.layer.18.attention.self.value.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,148,encode,18,encoder.layer.18.attention.qk,batched_matmul,B*heads,S,S,64,145;146,,,config+architecture,
models--BAAI--bge-large-en-v1.5,149,encode,18,encoder.layer.18.attention.pv,batched_matmul,B*heads,S,64,S,148;147,,,config+architecture,softmax is a non-matmul dependency bridge
models--BAAI--bge-large-en-v1.5,150,encode,18,encoder.layer.18.attention.output,linear,,B*S,1024,1024,149,encoder.layer.18.attention.output.dense.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,151,encode,18,encoder.layer.18.ffn.intermediate,linear,,B*S,4096,1024,150,encoder.layer.18.intermediate.dense.weight,"[4096,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,152,encode,18,encoder.layer.18.ffn.output,linear,,B*S,1024,4096,151,encoder.layer.18.output.dense.weight,"[1024,4096]",config+architecture,
models--BAAI--bge-large-en-v1.5,153,encode,19,encoder.layer.19.attention.q,linear,,B*S,1024,1024,152,encoder.layer.19.attention.self.query.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,154,encode,19,encoder.layer.19.attention.k,linear,,B*S,1024,1024,152,encoder.layer.19.attention.self.key.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,155,encode,19,encoder.layer.19.attention.v,linear,,B*S,1024,1024,152,encoder.layer.19.attention.self.value.weight,"[1024,1024]",config+architecture,
models--BAAI--bge-large-en-v1.5,156,encode,19,encoder.layer.19.attention.qk,batched_matmul,B*heads,S,S,64,153;154,,,config+architecture,
