model,op_id,phase,layer,module,op_kind,batch_dims,M,N,K,deps,weight,weight_shape,provenance,notes
models--Qwen--Qwen2.5-Coder-14B-Instruct,31,prefill,3,model.layers.3.self_attn.qk,batched_matmul,B*QH,S,S,128,28;29,,,config+architecture,"GQA QH=40, KVH=8; effective KV may be capped by sliding_window=131072"
models--Qwen--Qwen2.5-Coder-14B-Instruct,32,prefill,3,model.layers.3.self_attn.pv,batched_matmul,B*QH,S,128,S,31;30,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen2.5-Coder-14B-Instruct,33,prefill,3,model.layers.3.self_attn.o_proj,linear,,B*S,5120,5120,32,model.layers.3.self_attn.o_proj.weight,"[5120,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,34,prefill,3,model.layers.3.mlp.gate_proj,linear,,B*S,13824,5120,33,model.layers.3.mlp.gate_proj.weight,"[13824,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,35,prefill,3,model.layers.3.mlp.up_proj,linear,,B*S,13824,5120,33,model.layers.3.mlp.up_proj.weight,"[13824,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,36,prefill,3,model.layers.3.mlp.down_proj,linear,,B*S,5120,13824,34;35,model.layers.3.mlp.down_proj.weight,"[5120,13824]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen2.5-Coder-14B-Instruct,37,prefill,4,model.layers.4.self_attn.q_proj,linear,,B*S,5120,5120,36,model.layers.4.self_attn.q_proj.weight,"[5120,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,38,prefill,4,model.layers.4.self_attn.k_proj,linear,,B*S,1024,5120,36,model.layers.4.self_attn.k_proj.weight,"[1024,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,39,prefill,4,model.layers.4.self_attn.v_proj,linear,,B*S,1024,5120,36,model.layers.4.self_attn.v_proj.weight,"[1024,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,40,prefill,4,model.layers.4.self_attn.qk,batched_matmul,B*QH,S,S,128,37;38,,,config+architecture,"GQA QH=40, KVH=8; effective KV may be capped by sliding_window=131072"
models--Qwen--Qwen2.5-Coder-14B-Instruct,41,prefill,4,model.layers.4.self_attn.pv,batched_matmul,B*QH,S,128,S,40;39,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen2.5-Coder-14B-Instruct,42,prefill,4,model.layers.4.self_attn.o_proj,linear,,B*S,5120,5120,41,model.layers.4.self_attn.o_proj.weight,"[5120,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,43,prefill,4,model.layers.4.mlp.gate_proj,linear,,B*S,13824,5120,42,model.layers.4.mlp.gate_proj.weight,"[13824,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,44,prefill,4,model.layers.4.mlp.up_proj,linear,,B*S,13824,5120,42,model.layers.4.mlp.up_proj.weight,"[13824,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,45,prefill,4,model.layers.4.mlp.down_proj,linear,,B*S,5120,13824,43;44,model.layers.4.mlp.down_proj.weight,"[5120,13824]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen2.5-Coder-14B-Instruct,46,prefill,5,model.layers.5.self_attn.q_proj,linear,,B*S,5120,5120,45,model.layers.5.self_attn.q_proj.weight,"[5120,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,47,prefill,5,model.layers.5.self_attn.k_proj,linear,,B*S,1024,5120,45,model.layers.5.self_attn.k_proj.weight,"[1024,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,48,prefill,5,model.layers.5.self_attn.v_proj,linear,,B*S,1024,5120,45,model.layers.5.self_attn.v_proj.weight,"[1024,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,49,prefill,5,model.layers.5.self_attn.qk,batched_matmul,B*QH,S,S,128,46;47,,,config+architecture,"GQA QH=40, KVH=8; effective KV may be capped by sliding_window=131072"
models--Qwen--Qwen2.5-Coder-14B-Instruct,50,prefill,5,model.layers.5.self_attn.pv,batched_matmul,B*QH,S,128,S,49;48,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen2.5-Coder-14B-Instruct,51,prefill,5,model.layers.5.self_attn.o_proj,linear,,B*S,5120,5120,50,model.layers.5.self_attn.o_proj.weight,"[5120,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,52,prefill,5,model.layers.5.mlp.gate_proj,linear,,B*S,13824,5120,51,model.layers.5.mlp.gate_proj.weight,"[13824,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,53,prefill,5,model.layers.5.mlp.up_proj,linear,,B*S,13824,5120,51,model.layers.5.mlp.up_proj.weight,"[13824,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,54,prefill,5,model.layers.5.mlp.down_proj,linear,,B*S,5120,13824,52;53,model.layers.5.mlp.down_proj.weight,"[5120,13824]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen2.5-Coder-14B-Instruct,55,prefill,6,model.layers.6.self_attn.q_proj,linear,,B*S,5120,5120,54,model.layers.6.self_attn.q_proj.weight,"[5120,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,56,prefill,6,model.layers.6.self_attn.k_proj,linear,,B*S,1024,5120,54,model.layers.6.self_attn.k_proj.weight,"[1024,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,57,prefill,6,model.layers.6.self_attn.v_proj,linear,,B*S,1024,5120,54,model.layers.6.self_attn.v_proj.weight,"[1024,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,58,prefill,6,model.layers.6.self_attn.qk,batched_matmul,B*QH,S,S,128,55;56,,,config+architecture,"GQA QH=40, KVH=8; effective KV may be capped by sliding_window=131072"
models--Qwen--Qwen2.5-Coder-14B-Instruct,59,prefill,6,model.layers.6.self_attn.pv,batched_matmul,B*QH,S,128,S,58;57,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen2.5-Coder-14B-Instruct,60,prefill,6,model.layers.6.self_attn.o_proj,linear,,B*S,5120,5120,59,model.layers.6.self_attn.o_proj.weight,"[5120,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,61,prefill,6,model.layers.6.mlp.gate_proj,linear,,B*S,13824,5120,60,model.layers.6.mlp.gate_proj.weight,"[13824,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,62,prefill,6,model.layers.6.mlp.up_proj,linear,,B*S,13824,5120,60,model.layers.6.mlp.up_proj.weight,"[13824,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,63,prefill,6,model.layers.6.mlp.down_proj,linear,,B*S,5120,13824,61;62,model.layers.6.mlp.down_proj.weight,"[5120,13824]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen2.5-Coder-14B-Instruct,64,prefill,7,model.layers.7.self_attn.q_proj,linear,,B*S,5120,5120,63,model.layers.7.self_attn.q_proj.weight,"[5120,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,65,prefill,7,model.layers.7.self_attn.k_proj,linear,,B*S,1024,5120,63,model.layers.7.self_attn.k_proj.weight,"[1024,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,66,prefill,7,model.layers.7.self_attn.v_proj,linear,,B*S,1024,5120,63,model.layers.7.self_attn.v_proj.weight,"[1024,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,67,prefill,7,model.layers.7.self_attn.qk,batched_matmul,B*QH,S,S,128,64;65,,,config+architecture,"GQA QH=40, KVH=8; effective KV may be capped by sliding_window=131072"
models--Qwen--Qwen2.5-Coder-14B-Instruct,68,prefill,7,model.layers.7.self_attn.pv,batched_matmul,B*QH,S,128,S,67;66,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen2.5-Coder-14B-Instruct,69,prefill,7,model.layers.7.self_attn.o_proj,linear,,B*S,5120,5120,68,model.layers.7.self_attn.o_proj.weight,"[5120,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,70,prefill,7,model.layers.7.mlp.gate_proj,linear,,B*S,13824,5120,69,model.layers.7.mlp.gate_proj.weight,"[13824,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,71,prefill,7,model.layers.7.mlp.up_proj,linear,,B*S,13824,5120,69,model.layers.7.mlp.up_proj.weight,"[13824,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,72,prefill,7,model.layers.7.mlp.down_proj,linear,,B*S,5120,13824,70;71,model.layers.7.mlp.down_proj.weight,"[5120,13824]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen2.5-Coder-14B-Instruct,73,prefill,8,model.layers.8.self_attn.q_proj,linear,,B*S,5120,5120,72,model.layers.8.self_attn.q_proj.weight,"[5120,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,74,prefill,8,model.layers.8.self_attn.k_proj,linear,,B*S,1024,5120,72,model.layers.8.self_attn.k_proj.weight,"[1024,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,75,prefill,8,model.layers.8.self_attn.v_proj,linear,,B*S,1024,5120,72,model.layers.8.self_attn.v_proj.weight,"[1024,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,76,prefill,8,model.layers.8.self_attn.qk,batched_matmul,B*QH,S,S,128,73;74,,,config+architecture,"GQA QH=40, KVH=8; effective KV may be capped by sliding_window=131072"
models--Qwen--Qwen2.5-Coder-14B-Instruct,77,prefill,8,model.layers.8.self_attn.pv,batched_matmul,B*QH,S,128,S,76;75,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen2.5-Coder-14B-Instruct,78,prefill,8,model.layers.8.self_attn.o_proj,linear,,B*S,5120,5120,77,model.layers.8.self_attn.o_proj.weight,"[5120,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,79,prefill,8,model.layers.8.mlp.gate_proj,linear,,B*S,13824,5120,78,model.layers.8.mlp.gate_proj.weight,"[13824,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,80,prefill,8,model.layers.8.mlp.up_proj,linear,,B*S,13824,5120,78,model.layers.8.mlp.up_proj.weight,"[13824,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,81,prefill,8,model.layers.8.mlp.down_proj,linear,,B*S,5120,13824,79;80,model.layers.8.mlp.down_proj.weight,"[5120,13824]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen2.5-Coder-14B-Instruct,82,prefill,9,model.layers.9.self_attn.q_proj,linear,,B*S,5120,5120,81,model.layers.9.self_attn.q_proj.weight,"[5120,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,83,prefill,9,model.layers.9.self_attn.k_proj,linear,,B*S,1024,5120,81,model.layers.9.self_attn.k_proj.weight,"[1024,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,84,prefill,9,model.layers.9.self_attn.v_proj,linear,,B*S,1024,5120,81,model.layers.9.self_attn.v_proj.weight,"[1024,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,85,prefill,9,model.layers.9.self_attn.qk,batched_matmul,B*QH,S,S,128,82;83,,,config+architecture,"GQA QH=40, KVH=8; effective KV may be capped by sliding_window=131072"
models--Qwen--Qwen2.5-Coder-14B-Instruct,86,prefill,9,model.layers.9.self_attn.pv,batched_matmul,B*QH,S,128,S,85;84,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen2.5-Coder-14B-Instruct,87,prefill,9,model.layers.9.self_attn.o_proj,linear,,B*S,5120,5120,86,model.layers.9.self_attn.o_proj.weight,"[5120,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,88,prefill,9,model.layers.9.mlp.gate_proj,linear,,B*S,13824,5120,87,model.layers.9.mlp.gate_proj.weight,"[13824,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,89,prefill,9,model.layers.9.mlp.up_proj,linear,,B*S,13824,5120,87,model.layers.9.mlp.up_proj.weight,"[13824,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,90,prefill,9,model.layers.9.mlp.down_proj,linear,,B*S,5120,13824,88;89,model.layers.9.mlp.down_proj.weight,"[5120,13824]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen2.5-Coder-14B-Instruct,91,prefill,10,model.layers.10.self_attn.q_proj,linear,,B*S,5120,5120,90,model.layers.10.self_attn.q_proj.weight,"[5120,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,92,prefill,10,model.layers.10.self_attn.k_proj,linear,,B*S,1024,5120,90,model.layers.10.self_attn.k_proj.weight,"[1024,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,93,prefill,10,model.layers.10.self_attn.v_proj,linear,,B*S,1024,5120,90,model.layers.10.self_attn.v_proj.weight,"[1024,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,94,prefill,10,model.layers.10.self_attn.qk,batched_matmul,B*QH,S,S,128,91;92,,,config+architecture,"GQA QH=40, KVH=8; effective KV may be capped by sliding_window=131072"
models--Qwen--Qwen2.5-Coder-14B-Instruct,95,prefill,10,model.layers.10.self_attn.pv,batched_matmul,B*QH,S,128,S,94;93,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen2.5-Coder-14B-Instruct,96,prefill,10,model.layers.10.self_attn.o_proj,linear,,B*S,5120,5120,95,model.layers.10.self_attn.o_proj.weight,"[5120,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,97,prefill,10,model.layers.10.mlp.gate_proj,linear,,B*S,13824,5120,96,model.layers.10.mlp.gate_proj.weight,"[13824,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,98,prefill,10,model.layers.10.mlp.up_proj,linear,,B*S,13824,5120,96,model.layers.10.mlp.up_proj.weight,"[13824,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,99,prefill,10,model.layers.10.mlp.down_proj,linear,,B*S,5120,13824,97;98,model.layers.10.mlp.down_proj.weight,"[5120,13824]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen2.5-Coder-14B-Instruct,100,prefill,11,model.layers.11.self_attn.q_proj,linear,,B*S,5120,5120,99,model.layers.11.self_attn.q_proj.weight,"[5120,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,101,prefill,11,model.layers.11.self_attn.k_proj,linear,,B*S,1024,5120,99,model.layers.11.self_attn.k_proj.weight,"[1024,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,102,prefill,11,model.layers.11.self_attn.v_proj,linear,,B*S,1024,5120,99,model.layers.11.self_attn.v_proj.weight,"[1024,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,103,prefill,11,model.layers.11.self_attn.qk,batched_matmul,B*QH,S,S,128,100;101,,,config+architecture,"GQA QH=40, KVH=8; effective KV may be capped by sliding_window=131072"
models--Qwen--Qwen2.5-Coder-14B-Instruct,104,prefill,11,model.layers.11.self_attn.pv,batched_matmul,B*QH,S,128,S,103;102,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen2.5-Coder-14B-Instruct,105,prefill,11,model.layers.11.self_attn.o_proj,linear,,B*S,5120,5120,104,model.layers.11.self_attn.o_proj.weight,"[5120,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,106,prefill,11,model.layers.11.mlp.gate_proj,linear,,B*S,13824,5120,105,model.layers.11.mlp.gate_proj.weight,"[13824,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,107,prefill,11,model.layers.11.mlp.up_proj,linear,,B*S,13824,5120,105,model.layers.11.mlp.up_proj.weight,"[13824,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,108,prefill,11,model.layers.11.mlp.down_proj,linear,,B*S,5120,13824,106;107,model.layers.11.mlp.down_proj.weight,"[5120,13824]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen2.5-Coder-14B-Instruct,109,prefill,12,model.layers.12.self_attn.q_proj,linear,,B*S,5120,5120,108,model.layers.12.self_attn.q_proj.weight,"[5120,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,110,prefill,12,model.layers.12.self_attn.k_proj,linear,,B*S,1024,5120,108,model.layers.12.self_attn.k_proj.weight,"[1024,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,111,prefill,12,model.layers.12.self_attn.v_proj,linear,,B*S,1024,5120,108,model.layers.12.self_attn.v_proj.weight,"[1024,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,112,prefill,12,model.layers.12.self_attn.qk,batched_matmul,B*QH,S,S,128,109;110,,,config+architecture,"GQA QH=40, KVH=8; effective KV may be capped by sliding_window=131072"
models--Qwen--Qwen2.5-Coder-14B-Instruct,113,prefill,12,model.layers.12.self_attn.pv,batched_matmul,B*QH,S,128,S,112;111,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen2.5-Coder-14B-Instruct,114,prefill,12,model.layers.12.self_attn.o_proj,linear,,B*S,5120,5120,113,model.layers.12.self_attn.o_proj.weight,"[5120,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,115,prefill,12,model.layers.12.mlp.gate_proj,linear,,B*S,13824,5120,114,model.layers.12.mlp.gate_proj.weight,"[13824,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,116,prefill,12,model.layers.12.mlp.up_proj,linear,,B*S,13824,5120,114,model.layers.12.mlp.up_proj.weight,"[13824,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,117,prefill,12,model.layers.12.mlp.down_proj,linear,,B*S,5120,13824,115;116,model.layers.12.mlp.down_proj.weight,"[5120,13824]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen2.5-Coder-14B-Instruct,118,prefill,13,model.layers.13.self_attn.q_proj,linear,,B*S,5120,5120,117,model.layers.13.self_attn.q_proj.weight,"[5120,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,119,prefill,13,model.layers.13.self_attn.k_proj,linear,,B*S,1024,5120,117,model.layers.13.self_attn.k_proj.weight,"[1024,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,120,prefill,13,model.layers.13.self_attn.v_proj,linear,,B*S,1024,5120,117,model.layers.13.self_attn.v_proj.weight,"[1024,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,121,prefill,13,model.layers.13.self_attn.qk,batched_matmul,B*QH,S,S,128,118;119,,,config+architecture,"GQA QH=40, KVH=8; effective KV may be capped by sliding_window=131072"
models--Qwen--Qwen2.5-Coder-14B-Instruct,122,prefill,13,model.layers.13.self_attn.pv,batched_matmul,B*QH,S,128,S,121;120,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen2.5-Coder-14B-Instruct,123,prefill,13,model.layers.13.self_attn.o_proj,linear,,B*S,5120,5120,122,model.layers.13.self_attn.o_proj.weight,"[5120,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,124,prefill,13,model.layers.13.mlp.gate_proj,linear,,B*S,13824,5120,123,model.layers.13.mlp.gate_proj.weight,"[13824,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,125,prefill,13,model.layers.13.mlp.up_proj,linear,,B*S,13824,5120,123,model.layers.13.mlp.up_proj.weight,"[13824,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,126,prefill,13,model.layers.13.mlp.down_proj,linear,,B*S,5120,13824,124;125,model.layers.13.mlp.down_proj.weight,"[5120,13824]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen2.5-Coder-14B-Instruct,127,prefill,14,model.layers.14.self_attn.q_proj,linear,,B*S,5120,5120,126,model.layers.14.self_attn.q_proj.weight,"[5120,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,128,prefill,14,model.layers.14.self_attn.k_proj,linear,,B*S,1024,5120,126,model.layers.14.self_attn.k_proj.weight,"[1024,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,129,prefill,14,model.layers.14.self_attn.v_proj,linear,,B*S,1024,5120,126,model.layers.14.self_attn.v_proj.weight,"[1024,5120]",config+architecture,
models--Qwen--Qwen2.5-Coder-14B-Instruct,130,prefill,14,model.layers.14.self_attn.qk,batched_matmul,B*QH,S,S,128,127;128,,,config+architecture,"GQA QH=40, KVH=8; effective KV may be capped by sliding_window=131072"
