model,op_id,phase,layer,module,op_kind,batch_dims,M,N,K,deps,weight,weight_shape,provenance,notes
models--casperhansen--llama-3.3-70b-instruct-awq,32,prefill,3,model.layers.3.self_attn.pv,batched_matmul,B*QH,S,128,S,31;30,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--casperhansen--llama-3.3-70b-instruct-awq,33,prefill,3,model.layers.3.self_attn.o_proj,linear,,B*S,8192,8192,32,model.layers.3.self_attn.o_proj.weight,"[8192,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,34,prefill,3,model.layers.3.mlp.gate_proj,linear,,B*S,28672,8192,33,model.layers.3.mlp.gate_proj.weight,"[28672,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,35,prefill,3,model.layers.3.mlp.up_proj,linear,,B*S,28672,8192,33,model.layers.3.mlp.up_proj.weight,"[28672,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,36,prefill,3,model.layers.3.mlp.down_proj,linear,,B*S,8192,28672,34;35,model.layers.3.mlp.down_proj.weight,"[8192,28672]",config+architecture,"SiLU(gate)*up precedes this GEMM; AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,37,prefill,4,model.layers.4.self_attn.q_proj,linear,,B*S,8192,8192,36,model.layers.4.self_attn.q_proj.weight,"[8192,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,38,prefill,4,model.layers.4.self_attn.k_proj,linear,,B*S,1024,8192,36,model.layers.4.self_attn.k_proj.weight,"[1024,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,39,prefill,4,model.layers.4.self_attn.v_proj,linear,,B*S,1024,8192,36,model.layers.4.self_attn.v_proj.weight,"[1024,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,40,prefill,4,model.layers.4.self_attn.qk,batched_matmul,B*QH,S,S,128,37;38,,,config+architecture,"GQA QH=64, KVH=8"
models--casperhansen--llama-3.3-70b-instruct-awq,41,prefill,4,model.layers.4.self_attn.pv,batched_matmul,B*QH,S,128,S,40;39,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--casperhansen--llama-3.3-70b-instruct-awq,42,prefill,4,model.layers.4.self_attn.o_proj,linear,,B*S,8192,8192,41,model.layers.4.self_attn.o_proj.weight,"[8192,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,43,prefill,4,model.layers.4.mlp.gate_proj,linear,,B*S,28672,8192,42,model.layers.4.mlp.gate_proj.weight,"[28672,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,44,prefill,4,model.layers.4.mlp.up_proj,linear,,B*S,28672,8192,42,model.layers.4.mlp.up_proj.weight,"[28672,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,45,prefill,4,model.layers.4.mlp.down_proj,linear,,B*S,8192,28672,43;44,model.layers.4.mlp.down_proj.weight,"[8192,28672]",config+architecture,"SiLU(gate)*up precedes this GEMM; AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,46,prefill,5,model.layers.5.self_attn.q_proj,linear,,B*S,8192,8192,45,model.layers.5.self_attn.q_proj.weight,"[8192,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,47,prefill,5,model.layers.5.self_attn.k_proj,linear,,B*S,1024,8192,45,model.layers.5.self_attn.k_proj.weight,"[1024,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,48,prefill,5,model.layers.5.self_attn.v_proj,linear,,B*S,1024,8192,45,model.layers.5.self_attn.v_proj.weight,"[1024,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,49,prefill,5,model.layers.5.self_attn.qk,batched_matmul,B*QH,S,S,128,46;47,,,config+architecture,"GQA QH=64, KVH=8"
models--casperhansen--llama-3.3-70b-instruct-awq,50,prefill,5,model.layers.5.self_attn.pv,batched_matmul,B*QH,S,128,S,49;48,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--casperhansen--llama-3.3-70b-instruct-awq,51,prefill,5,model.layers.5.self_attn.o_proj,linear,,B*S,8192,8192,50,model.layers.5.self_attn.o_proj.weight,"[8192,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,52,prefill,5,model.layers.5.mlp.gate_proj,linear,,B*S,28672,8192,51,model.layers.5.mlp.gate_proj.weight,"[28672,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,53,prefill,5,model.layers.5.mlp.up_proj,linear,,B*S,28672,8192,51,model.layers.5.mlp.up_proj.weight,"[28672,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,54,prefill,5,model.layers.5.mlp.down_proj,linear,,B*S,8192,28672,52;53,model.layers.5.mlp.down_proj.weight,"[8192,28672]",config+architecture,"SiLU(gate)*up precedes this GEMM; AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,55,prefill,6,model.layers.6.self_attn.q_proj,linear,,B*S,8192,8192,54,model.layers.6.self_attn.q_proj.weight,"[8192,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,56,prefill,6,model.layers.6.self_attn.k_proj,linear,,B*S,1024,8192,54,model.layers.6.self_attn.k_proj.weight,"[1024,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,57,prefill,6,model.layers.6.self_attn.v_proj,linear,,B*S,1024,8192,54,model.layers.6.self_attn.v_proj.weight,"[1024,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,58,prefill,6,model.layers.6.self_attn.qk,batched_matmul,B*QH,S,S,128,55;56,,,config+architecture,"GQA QH=64, KVH=8"
models--casperhansen--llama-3.3-70b-instruct-awq,59,prefill,6,model.layers.6.self_attn.pv,batched_matmul,B*QH,S,128,S,58;57,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--casperhansen--llama-3.3-70b-instruct-awq,60,prefill,6,model.layers.6.self_attn.o_proj,linear,,B*S,8192,8192,59,model.layers.6.self_attn.o_proj.weight,"[8192,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,61,prefill,6,model.layers.6.mlp.gate_proj,linear,,B*S,28672,8192,60,model.layers.6.mlp.gate_proj.weight,"[28672,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,62,prefill,6,model.layers.6.mlp.up_proj,linear,,B*S,28672,8192,60,model.layers.6.mlp.up_proj.weight,"[28672,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,63,prefill,6,model.layers.6.mlp.down_proj,linear,,B*S,8192,28672,61;62,model.layers.6.mlp.down_proj.weight,"[8192,28672]",config+architecture,"SiLU(gate)*up precedes this GEMM; AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,64,prefill,7,model.layers.7.self_attn.q_proj,linear,,B*S,8192,8192,63,model.layers.7.self_attn.q_proj.weight,"[8192,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,65,prefill,7,model.layers.7.self_attn.k_proj,linear,,B*S,1024,8192,63,model.layers.7.self_attn.k_proj.weight,"[1024,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,66,prefill,7,model.layers.7.self_attn.v_proj,linear,,B*S,1024,8192,63,model.layers.7.self_attn.v_proj.weight,"[1024,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,67,prefill,7,model.layers.7.self_attn.qk,batched_matmul,B*QH,S,S,128,64;65,,,config+architecture,"GQA QH=64, KVH=8"
models--casperhansen--llama-3.3-70b-instruct-awq,68,prefill,7,model.layers.7.self_attn.pv,batched_matmul,B*QH,S,128,S,67;66,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--casperhansen--llama-3.3-70b-instruct-awq,69,prefill,7,model.layers.7.self_attn.o_proj,linear,,B*S,8192,8192,68,model.layers.7.self_attn.o_proj.weight,"[8192,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,70,prefill,7,model.layers.7.mlp.gate_proj,linear,,B*S,28672,8192,69,model.layers.7.mlp.gate_proj.weight,"[28672,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,71,prefill,7,model.layers.7.mlp.up_proj,linear,,B*S,28672,8192,69,model.layers.7.mlp.up_proj.weight,"[28672,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,72,prefill,7,model.layers.7.mlp.down_proj,linear,,B*S,8192,28672,70;71,model.layers.7.mlp.down_proj.weight,"[8192,28672]",config+architecture,"SiLU(gate)*up precedes this GEMM; AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,73,prefill,8,model.layers.8.self_attn.q_proj,linear,,B*S,8192,8192,72,model.layers.8.self_attn.q_proj.weight,"[8192,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,74,prefill,8,model.layers.8.self_attn.k_proj,linear,,B*S,1024,8192,72,model.layers.8.self_attn.k_proj.weight,"[1024,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,75,prefill,8,model.layers.8.self_attn.v_proj,linear,,B*S,1024,8192,72,model.layers.8.self_attn.v_proj.weight,"[1024,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,76,prefill,8,model.layers.8.self_attn.qk,batched_matmul,B*QH,S,S,128,73;74,,,config+architecture,"GQA QH=64, KVH=8"
models--casperhansen--llama-3.3-70b-instruct-awq,77,prefill,8,model.layers.8.self_attn.pv,batched_matmul,B*QH,S,128,S,76;75,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--casperhansen--llama-3.3-70b-instruct-awq,78,prefill,8,model.layers.8.self_attn.o_proj,linear,,B*S,8192,8192,77,model.layers.8.self_attn.o_proj.weight,"[8192,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,79,prefill,8,model.layers.8.mlp.gate_proj,linear,,B*S,28672,8192,78,model.layers.8.mlp.gate_proj.weight,"[28672,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,80,prefill,8,model.layers.8.mlp.up_proj,linear,,B*S,28672,8192,78,model.layers.8.mlp.up_proj.weight,"[28672,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,81,prefill,8,model.layers.8.mlp.down_proj,linear,,B*S,8192,28672,79;80,model.layers.8.mlp.down_proj.weight,"[8192,28672]",config+architecture,"SiLU(gate)*up precedes this GEMM; AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,82,prefill,9,model.layers.9.self_attn.q_proj,linear,,B*S,8192,8192,81,model.layers.9.self_attn.q_proj.weight,"[8192,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,83,prefill,9,model.layers.9.self_attn.k_proj,linear,,B*S,1024,8192,81,model.layers.9.self_attn.k_proj.weight,"[1024,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,84,prefill,9,model.layers.9.self_attn.v_proj,linear,,B*S,1024,8192,81,model.layers.9.self_attn.v_proj.weight,"[1024,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,85,prefill,9,model.layers.9.self_attn.qk,batched_matmul,B*QH,S,S,128,82;83,,,config+architecture,"GQA QH=64, KVH=8"
models--casperhansen--llama-3.3-70b-instruct-awq,86,prefill,9,model.layers.9.self_attn.pv,batched_matmul,B*QH,S,128,S,85;84,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--casperhansen--llama-3.3-70b-instruct-awq,87,prefill,9,model.layers.9.self_attn.o_proj,linear,,B*S,8192,8192,86,model.layers.9.self_attn.o_proj.weight,"[8192,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,88,prefill,9,model.layers.9.mlp.gate_proj,linear,,B*S,28672,8192,87,model.layers.9.mlp.gate_proj.weight,"[28672,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,89,prefill,9,model.layers.9.mlp.up_proj,linear,,B*S,28672,8192,87,model.layers.9.mlp.up_proj.weight,"[28672,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,90,prefill,9,model.layers.9.mlp.down_proj,linear,,B*S,8192,28672,88;89,model.layers.9.mlp.down_proj.weight,"[8192,28672]",config+architecture,"SiLU(gate)*up precedes this GEMM; AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,91,prefill,10,model.layers.10.self_attn.q_proj,linear,,B*S,8192,8192,90,model.layers.10.self_attn.q_proj.weight,"[8192,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,92,prefill,10,model.layers.10.self_attn.k_proj,linear,,B*S,1024,8192,90,model.layers.10.self_attn.k_proj.weight,"[1024,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,93,prefill,10,model.layers.10.self_attn.v_proj,linear,,B*S,1024,8192,90,model.layers.10.self_attn.v_proj.weight,"[1024,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,94,prefill,10,model.layers.10.self_attn.qk,batched_matmul,B*QH,S,S,128,91;92,,,config+architecture,"GQA QH=64, KVH=8"
models--casperhansen--llama-3.3-70b-instruct-awq,95,prefill,10,model.layers.10.self_attn.pv,batched_matmul,B*QH,S,128,S,94;93,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--casperhansen--llama-3.3-70b-instruct-awq,96,prefill,10,model.layers.10.self_attn.o_proj,linear,,B*S,8192,8192,95,model.layers.10.self_attn.o_proj.weight,"[8192,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,97,prefill,10,model.layers.10.mlp.gate_proj,linear,,B*S,28672,8192,96,model.layers.10.mlp.gate_proj.weight,"[28672,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,98,prefill,10,model.layers.10.mlp.up_proj,linear,,B*S,28672,8192,96,model.layers.10.mlp.up_proj.weight,"[28672,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,99,prefill,10,model.layers.10.mlp.down_proj,linear,,B*S,8192,28672,97;98,model.layers.10.mlp.down_proj.weight,"[8192,28672]",config+architecture,"SiLU(gate)*up precedes this GEMM; AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,100,prefill,11,model.layers.11.self_attn.q_proj,linear,,B*S,8192,8192,99,model.layers.11.self_attn.q_proj.weight,"[8192,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,101,prefill,11,model.layers.11.self_attn.k_proj,linear,,B*S,1024,8192,99,model.layers.11.self_attn.k_proj.weight,"[1024,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,102,prefill,11,model.layers.11.self_attn.v_proj,linear,,B*S,1024,8192,99,model.layers.11.self_attn.v_proj.weight,"[1024,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,103,prefill,11,model.layers.11.self_attn.qk,batched_matmul,B*QH,S,S,128,100;101,,,config+architecture,"GQA QH=64, KVH=8"
models--casperhansen--llama-3.3-70b-instruct-awq,104,prefill,11,model.layers.11.self_attn.pv,batched_matmul,B*QH,S,128,S,103;102,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--casperhansen--llama-3.3-70b-instruct-awq,105,prefill,11,model.layers.11.self_attn.o_proj,linear,,B*S,8192,8192,104,model.layers.11.self_attn.o_proj.weight,"[8192,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,106,prefill,11,model.layers.11.mlp.gate_proj,linear,,B*S,28672,8192,105,model.layers.11.mlp.gate_proj.weight,"[28672,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,107,prefill,11,model.layers.11.mlp.up_proj,linear,,B*S,28672,8192,105,model.layers.11.mlp.up_proj.weight,"[28672,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,108,prefill,11,model.layers.11.mlp.down_proj,linear,,B*S,8192,28672,106;107,model.layers.11.mlp.down_proj.weight,"[8192,28672]",config+architecture,"SiLU(gate)*up precedes this GEMM; AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,109,prefill,12,model.layers.12.self_attn.q_proj,linear,,B*S,8192,8192,108,model.layers.12.self_attn.q_proj.weight,"[8192,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,110,prefill,12,model.layers.12.self_attn.k_proj,linear,,B*S,1024,8192,108,model.layers.12.self_attn.k_proj.weight,"[1024,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,111,prefill,12,model.layers.12.self_attn.v_proj,linear,,B*S,1024,8192,108,model.layers.12.self_attn.v_proj.weight,"[1024,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,112,prefill,12,model.layers.12.self_attn.qk,batched_matmul,B*QH,S,S,128,109;110,,,config+architecture,"GQA QH=64, KVH=8"
models--casperhansen--llama-3.3-70b-instruct-awq,113,prefill,12,model.layers.12.self_attn.pv,batched_matmul,B*QH,S,128,S,112;111,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--casperhansen--llama-3.3-70b-instruct-awq,114,prefill,12,model.layers.12.self_attn.o_proj,linear,,B*S,8192,8192,113,model.layers.12.self_attn.o_proj.weight,"[8192,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,115,prefill,12,model.layers.12.mlp.gate_proj,linear,,B*S,28672,8192,114,model.layers.12.mlp.gate_proj.weight,"[28672,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,116,prefill,12,model.layers.12.mlp.up_proj,linear,,B*S,28672,8192,114,model.layers.12.mlp.up_proj.weight,"[28672,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,117,prefill,12,model.layers.12.mlp.down_proj,linear,,B*S,8192,28672,115;116,model.layers.12.mlp.down_proj.weight,"[8192,28672]",config+architecture,"SiLU(gate)*up precedes this GEMM; AWQ changes physical storage, not logical MNK"
models--casperhansen--llama-3.3-70b-instruct-awq,118,prefill,13,model.layers.13.self_attn.q_proj,linear,,B*S,8192,8192,117,model.layers.13.self_attn.q_proj.weight,"[8192,8192]",config+architecture,"AWQ changes physical storage, not logical MNK"
